Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,PricePerShare
BKNG,Common Stock,Booking Holdings Inc,"Booking Holdings Inc. is an American travel technology company organized in Delaware and based in Norwalk, Connecticut, that owns and operates several travel fare aggregators and travel fare metasearch engines including namesake and flagship Booking.com, Priceline.com, Agoda.com, Kayak.com, Cheapflights, Rentalcars.com, Momondo, and OpenTable.",1075531,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,"800 CONNECTICUT AVE, NORWALK, CT, US",https://www.bookingholdings.com,December,2024-09-30,166720995000,7183000000,34.13,1.108,-110.11,26.25,0.0069,147.6,677.22,0.218,0.409,0.154,2.257,23051999000,14625000000,147.6,0.065,0.089,5238.12,6,19,12,0,1,34.13,23.92,7.23,34.95,7.27,21.34,1.385,5337.24,3167.39,4936.94,4078.13,33096700,2024-12-31,2024-12-06,5037.39
HSBC,Common Stock,HSBC Holdings PLC ADR,"HSBC Holdings plc offers banking and financial products and services globally. The company is headquartered in London, the United Kingdom.",1089113,NYSE,USD,USA,FINANCE,"SAVINGS INSTITUTION, FEDERALLY CHARTERED","8 CANADA SQUARE, LONDON, GB",https://www.hsbc.com,December,2024-09-30,176719446000,None,8.08,3.26,9.66,0.61,0.0406,6.1,3.885,0.407,0.492,0.0081,0.126,57970000000,50513000000,6.1,0.167,0.061,57,-,-,-,-,-,8.08,7.82,3.049,0.917,0.226,-,0.507,49.45,34.47,46.69,43.92,3585300000,2024-12-19,2024-11-08,49.29
TBB,Common Stock,AT&T Inc,"AT&T Inc. provides digital entertainment communications and services. The company is headquartered in Dallas, Texas.",732717,NYSE,USD,USA,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),"208 S. AKARD ST, ATTN : JAMES LACY, DALLAS, TX, US",None,December,2024-09-30,149749236000,None,4.764,None,None,1.99,0.082,None,0,0,0,0,0.121,0,69893000000,0,0,0,None,-,-,-,-,-,4.764,-,-,-,-,-,None,24.58,21.54,23.98,23.6,0,2025-02-03,None,
HDB,Common Stock,HDFC Bank Limited ADR,"HDFC Bank Limited offers various banking and financial services to individuals and businesses in India, Bahrain, Hong Kong and Dubai. The company is headquartered in Mumbai, India.",1144967,NYSE,USD,USA,FINANCE,"COMMERCIAL BANKS, NEC","'HDFC BANK HOUSE', SENAPATI BAPAT ROAD, LOWER PAREL (WEST), MUMBAI INDIA, INDIA, IN",https://www.hdfcbank.com,March,2024-06-30,164680909000,None,20.84,0.97,632.44,0,0.0108,3.1,217.95,0.251,0.329,0.0171,0.115,2761061040000,1130320800000,3.1,0.39,0.63,75.39,1,2,0,0,0,20.84,16.98,0.0596,2.025,14.56,-,0.833,68.5,51.56,64.66,60.99,2549240000,2024-08-21,2024-05-08,64.60
CMCSA,Common Stock,Comcast Corp,"Comcast Corporation is an American telecommunications conglomerate headquartered in Philadelphia, Pennsylvania. It is the second-largest broadcasting and cable television company in the world by revenue (behind AT&T), the largest pay-TV company, the largest cable TV company and largest home Internet service provider in the United States, and the nation's third-largest home telephone service provider. Comcast provides services to U.S. residential and commercial customers in 40 states and in the District of Columbia. As the parent company of the international media company NBCUniversal since 2011, Comcast is a producer of feature films and television programs intended for theatrical exhibition and over-the-air and cable television broadcast, respectively.",1166691,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"ONE COMCAST CENTER, PHILADELPHIA, PA, US",https://corporate.comcast.com,December,2024-09-30,145140662000,37285999000,10.22,1.177,22.37,1.22,0.0327,3.71,31.29,0.119,0.183,0.0537,0.169,123069997000,83214000000,3.71,-0.041,0.065,47.92,6,11,12,0,1,10.22,8.59,1.179,1.692,1.931,6.3,1.004,46.04,35.87,41.7,40.23,3817100000,2025-01-29,2025-01-08,38.02
LYG,Common Stock,Lloyds Banking Group PLC ADR,"Lloyds Banking Group plc, offers a range of banking and financial services in the UK and internationally. The company is headquartered in London, the United Kingdom.",1160106,NYSE,USD,USA,FINANCE,"COMMERCIAL BANKS, NEC","25 GRESHAM STREET, LONDON, GB",https://www.lloydsbankinggroup.com,December,2024-09-30,40794300000,None,7.71,1.671,0.655,0.029,0.0548,0.35,1.168,0.267,0.408,0.0056,0.11,18559001000,17061000000,0.35,-0.049,0.003,3.9,-,-,-,-,-,7.71,7.69,2.198,0.699,6.08,-,1.241,3.24,1.892,2.809,2.832,15008400000,2024-09-20,2024-08-05,2.72
T,Common Stock,AT&T Inc,"AT&T Inc. is an American multinational conglomerate holding company, Delaware-registered but headquartered at Whitacre Tower in Downtown Dallas, Texas. It is the world largest telecommunications company, and the second largest provider of mobile telephone services.",732717,NYSE,USD,USA,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),"208 S. AKARD ST, ATTN : JAMES LACY, DALLAS, TX, US",https://www.att.com,December,2024-09-30,164027138000,42773000000,18.59,1.76,14.27,1.11,0.0486,1.23,16.96,0.0742,0.236,0.0403,0.0876,122059997000,69893000000,1.23,-0.197,-0.005,25.77,5,10,10,2,0,18.59,10.2,1.344,1.603,2.522,7.48,0.73,24.03,15.46,22.68,19.77,7175290000,2025-02-03,2025-01-10,22.86
SPGI,Common Stock,S&P Global Inc,"S&P Global Inc. is an American publicly traded corporation headquartered in Manhattan, New York City. Its primary areas of business are financial information and analytics.",64040,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES","55 WATER STREET, NEW YORK, NY, US",https://www.spglobal.com,December,2024-09-30,155708539000,6645000000,44.25,1.479,109.55,3.63,0.0073,11.34,43.95,0.258,0.404,0.0567,0.0993,13767999000,7415000000,11.34,0.335,0.159,580.91,7,13,1,0,1,44.25,29.59,11.31,4.581,12.05,26.28,1.183,532.36,405.38,505.1,474.15,310300000,2024-12-11,2024-11-26,501.80
NEE,Common Stock,Nextera Energy Inc,"NextEra Energy, Inc. is an American energy company with about 46 gigawatts of generating capacity, revenues of over $17 billion in 2017, and about 14,000 employees throughout the US and Canada. Its subsidiaries include Florida Power & Light (FPL), NextEra Energy Resources, NextEra Energy Partners, Gulf Power Company, and NextEra Energy Services.",753308,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,"700 UNIVERSE BLVD, JUNO BEACH, FL, US",https://www.nexteraenergy.com,December,2024-09-30,148287013000,14578000000,21.4,2.937,24.34,2.013,0.0286,3.37,12.79,0.265,0.356,0.0305,0.0989,26246001000,10139000000,3.37,0.5,0.055,87.15,7,8,8,1,0,21.4,19.68,5.65,2.963,8.72,13.56,0.561,85.53,52.9,76.69,74.85,2056400000,2024-12-16,2024-11-22,72.11
BLK,Common Stock,BlackRock Inc,"BlackRock, Inc. is an American multinational investment management corporation based in New York City.",2012383,NYSE,USD,USA,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","50 HUDSON YARDS, NEW YORK, NY, UNITED STATES",https://www.blackrock.com,December,2024-09-30,161721565000,7674000000,25.78,1.814,278.32,5,0.0195,40.51,130.41,0.314,0.399,0.036,0.15,19360999000,8787000000,40.51,0.023,0.149,1145.59,5,9,4,0,0,25.78,21.6,8.35,3.927,8.26,17.74,1.311,1082.45,732.68,1026.09,882.24,154879000,2024-12-23,2024-12-05,1044.18
RTX,Common Stock,Raytheon Technologies Corp,"Raytheon Technologies Corporation is an American multinational aerospace and defense conglomerate headquartered in Waltham, Massachusetts. It is one of the largest aerospace, intelligence services providers, and defense manufacturers in the world by revenue and market capitalization. Raytheon Technologies (RTX) researches, develops, and manufactures advanced technology products in the aerospace and defense industry, including aircraft engines, avionics, aerostructures, cybersecurity, guided missiles, air defense systems, satellites, and drones.",101829,NYSE,USD,USA,MANUFACTURING,AIRCRAFT ENGINES & ENGINE PARTS,"10 FARM SPRINGS ROAD, FARMINGTON, CT, US",https://www.rtx.com,December,2024-09-30,155343340000,12571000000,33.63,0.872,45.91,2.44,0.0216,3.47,59.31,0.0597,0.12,0.0317,0.0735,79042003000,13668000000,3.47,-0.911,0.492,135.5,2,6,16,0,0,33.63,19.46,1.965,2.542,2.434,15.76,0.54,128.02,82.03,120.17,111.79,1331020000,2024-12-12,2024-11-15,116.71
FMX,Common Stock,Fomento Economico Mexicano,"Fomento Econmico Mexicano, SAB de CV, is a bottler of Coca-Cola brand beverages. The company is headquartered in Monterrey, Mexico.",1061736,NYSE,USD,USA,MANUFACTURING,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,"GENERAL ANAYA NO 601 PTE, COLONIA BELLA VISTA, MONTERREY, N.L., MX",https://www.femsa.com,December,2024-09-30,157225320000,64871846000,43.21,0.383,82.43,4.397,0.0472,2.02,2112.07,0.0306,0.0879,0.0376,0.115,755746603000,251668000000,2.02,-0.395,0.083,122.25,5,3,4,0,0,43.21,6.15,0.208,2.081,0.934,10.56,0.386,139.51,84.49,91.71,107.26,357823000,2024-10-28,2024-10-16,439.39
PGR,Common Stock,Progressive Corp,"The Progressive Corporation is an American insurance company, one of the largest providers of car insurance in the United States. The company insures motorcycles, boats, RVs, and commercial vehicles and provides home insurance through select companies.",80661,NYSE,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE","6300 WILSON MILLS RD, MAYFIELD VILLAGE, OH, US",https://www.progressive.com,December,2024-09-30,141192167000,10823200000,17.52,0.119,46.36,1.15,0.0017,13.76,122.93,0.113,0.153,0.069,0.364,71959396000,1687100000,13.76,1.101,0.267,278.24,7,6,6,1,0,17.52,18.42,1.962,5.2,2.056,21.85,0.366,270.62,158.33,252.11,229.79,585811000,2025-01-16,2025-01-09,241.02
UBER,Common Stock,Uber Technologies Inc,"Uber Technologies, Inc., commonly known as Uber, is an American technology company. Its services include ride-hailing, food delivery (Uber Eats), package delivery, couriers, freight transportation, and, through a partnership with Lime, electric bicycle and motorized scooter rental. The company is based in San Francisco, California.",1543151,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",https://www.uber.com,December,2024-09-30,128722051000,3445000000,30.11,0.647,7.02,None,None,2.03,20.14,0.105,0.0948,0.0403,0.343,41955000000,9805000000,2.03,11.21,0.204,90.03,14,33,7,0,0,30.11,23.87,3.068,8.71,3.154,20.78,1.337,87,54.84,70.23,70.96,2105710000,None,None,61.13
LOW,Common Stock,Lowe's Companies Inc,"Lowe's Companies, Inc. is an American retail company specializing in home improvement. Headquartered in Mooresville, North Carolina, the company operates a chain of retail stores in the United States and Canada.",60667,NYSE,USD,USA,TRADE & SERVICES,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,"1000 LOWE'S BLVD., MOORESVILLE, NC, US",https://www.lowes.com,January,2024-10-31,140225167000,12433000000,20.66,4.795,-26.22,0,0.0169,12.02,146.89,0.0825,0.146,0.146,0,84023001000,32257000000,12.02,-0.086,-0.055,283.15,4,17,14,1,2,20.66,20.08,1.669,321.82,2.11,14.22,1.098,285.8,206.49,266.04,246.18,564650000,2025-02-05,2025-01-22,248.34
PLTR,Common Stock,Palantir Technologies Inc. Class A Common Stock,"Palantir Technologies Inc. creates and implements software platforms for the intelligence community in the United States to assist in counterterrorism investigations and operations. The company is headquartered in Denver, Colorado.",1321655,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1555 BLAKE STREET, SUITE 250, DENVER, CO, US",https://www.palantir.com,December,2024-09-30,180145832000,397707000,395.4,3.39,1.982,None,None,0.2,1.192,0.18,0.156,0.0458,0.124,2646338000,1497322000,0.2,1,0.3,43.9,1,3,8,5,2,395.4,163.93,68.07,40.05,66.45,339.25,2.697,84.8,15.66,61.67,36.12,2180650000,None,None,82.61
AMAT,Common Stock,Applied Materials Inc,"Applied Materials, Inc. is an American corporation that supplies equipment, services and software for the manufacture of semiconductor (integrated circuit) chips for electronics, flat panel displays for computers, smartphones and televisions, and solar products. The company also supplies equipment to produce coatings for flexible electronics, packaging and other applications. The company is headquartered in Santa Clara, California, in Silicon Valley.",6951,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"3050 BOWERS AVE, SANTA CLARA, CA, US",https://www.appliedmaterials.com,October,2024-10-31,135747068000,8204000000,19.38,1.67,22.85,0,0.0086,8.61,32.34,0.277,0.286,0.152,0.439,26854001000,11993000000,8.61,0.108,0.055,214.22,5,18,13,0,0,19.38,17.36,5.05,7.14,4.89,15.12,1.551,254.8,146.9,177.36,200.9,813685000,2025-03-13,2024-11-21,166.83
HON,Common Stock,Honeywell International Inc,"Honeywell International Inc. is an American publicly traded, multinational conglomerate headquartered in Charlotte, North Carolina. It primarily operates in four areas of business: aerospace, building technologies, performance materials and technologies (PMT), and safety and productivity solutions (SPS).",773840,NASDAQ,USD,USA,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,"115 TABOR ROAD, MORRIS PLAINS, NJ, US",https://www.honeywell.com,December,2024-09-30,149238186000,9164000000,26.53,1.914,26.77,4.32,0.0197,8.65,58.02,0.15,0.221,0.0733,0.319,37850001000,11641000000,8.65,-0.048,0.056,246.81,2,8,15,0,1,26.53,20.79,3.943,8.57,4.469,17.99,1.025,241.58,185.69,223.69,209.0,650247000,2024-12-06,2024-11-15,229.51
AMGN,Common Stock,Amgen Inc,"Amgen Inc. (formerly Applied Molecular Genetics Inc.) is an American multinational biopharmaceutical company headquartered in Thousand Oaks, California. Focused on molecular biology and biochemistry, its goal is to provide a healthcare business based on recombinant DNA technology.",318154,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","ONE AMGEN CENTER DRIVE, THOUSAND OAKS, CA, US",https://www.amgen.com,December,2024-09-30,141183042000,12247000000,33.54,1.869,14.0,8.88,0.0362,7.83,60.64,0.13,0.242,0.046,0.557,32534000000,19917000000,7.83,0.621,0.232,322.43,4,10,16,2,0,33.54,12.61,4.34,18.76,5.92,14.28,0.599,341.72,253.3,292.26,304.77,537533000,2025-03-07,2025-02-14,262.65
UL,Common Stock,Unilever PLC ADR,"Unilever PLC is a fast moving consumer goods company in Asia, Africa, the Middle East, Turkey, Russia, Ukraine, Belarus, America and Europe. The company is headquartered in London, the United Kingdom.",217410,NYSE,USD,USA,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","UNILEVER HOUSE, BLACKFRIARS, LONDON ENGLAND, GB",https://www.unilever.com,December,2024-06-30,142108344000,11947000000,20.97,15.7,8.14,1.709,0.0331,2.74,24.08,0.11,0.197,0.0862,0.324,60293001000,24167000000,2.74,0.05,0.023,65.28,0,3,0,0,1,20.97,17.27,2.357,6.73,2.63,12.76,0.235,65.34,45.25,59.42,57.57,2473170000,2024-12-06,2024-11-08,57.46
SCHW,Common Stock,Charles Schwab Corp,"The Charles Schwab Corporation is an American multinational financial services company. It offers banking, commercial banking, an electronic trading platform, and wealth management advisory services to both retail and institutional clients.",316709,NYSE,USD,USA,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","211 MAIN STREET, SAN FRANCISCO, CA, US",https://www.schwab.com,December,2024-09-30,136816050000,None,29.2,0.96,20.78,1,0.0134,2.56,10.26,0.275,0.384,0.0109,0.121,18736001000,20174000000,2.56,0.271,0.052,83.9,5,7,8,1,1,29.2,20.08,7.3,3.598,10.76,-,0.952,83.35,58.8,76.87,71.34,1779660000,2024-11-22,2024-11-08,76.88
SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2024-09-30,139948196000,5693000000,39.39,2.563,52.85,3.2,0.0092,9.32,57.73,0.163,0.216,0.0711,0.189,21974000000,11646000000,9.32,0.2,0.119,406.6,8,13,10,0,1,39.39,27.17,6.37,6.95,6.86,27.82,0.92,398.2,290.43,374.78,351.6,381216000,2025-01-31,2024-12-31,367.11
ETN,Common Stock,Eaton Corporation PLC,"Eaton Corporation plc is an American Irish-domiciled multinational power management company with 2020 sales of 17.86 billion USD, founded in the United States with corporate headquarters in Dublin, Ireland, and operational headquarters in Beachwood, Ohio.",1551182,NYSE,USD,USA,TECHNOLOGY,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,"30 PEMBROKE ROAD, EATON HOUSE, DUBLIN, IE",https://www.eaton.com,December,2024-09-30,132245774000,5450000000,35.6,2.904,48.37,3.68,0.0112,9.4,61.69,0.153,0.192,0.074,0.201,24605000000,6887000000,9.4,0.14,0.079,381.66,7,13,9,0,1,35.6,28.01,5.37,6.92,5.7,25.42,1.01,379.99,229.01,355.41,325.42,395200000,2024-11-22,2024-11-04,334.63
PFE,Common Stock,Pfizer Inc,"Pfizer Inc. is an American multinational pharmaceutical and biotechnology corporation headquartered on 42nd Street in Manhattan, New York City. The name of the company commemorates its co-founder, Charles Pfizer (1824-1906). Pfizer develops and produces medicines and vaccines for immunology, oncology, cardiology, endocrinology, and neurology. The company has several blockbuster drugs or products that each generate more than 1 billion USD in annual revenues.",78003,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"235 E 42ND ST, NEW YORK, NY, US",https://www.pfizer.com,December,2024-09-30,150855287000,18365999000,35.49,0.198,16.29,1.67,0.0646,0.75,10.49,0.0716,0.33,0.0331,0.0454,59375002000,66233000000,0.75,-0.982,0.312,31.86,3,8,13,1,0,35.49,8.99,2.541,1.635,3.495,15.0,0.615,31.06,24.11,26.67,27.95,5666990000,2025-03-07,2025-01-24,26.62
ARM,Common Stock,Arm Holdings plc American Depositary Shares,"Arm Holdings plc architects, develops, and licenses central processing unit products and related technologies for semiconductor companies and original equipment manufacturers rely on to develop products. ",1973239,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"110 FULBOURN ROAD, CAMBRIDGE, UNITED KINGDOM",https://www.arm.com,March,2024-09-30,135789199000,520000000,211.8,1.23,5.72,None,None,0.61,3.404,0.181,0.0758,0.0308,0.119,3535000000,2573000000,0.61,1.1,0.047,145.28,7,16,11,3,1,211.8,65.36,38.41,22.59,37.82,232.51,None,188.75,65.11,140.46,135.64,1051000000,None,None,129.20
UNP,Common Stock,Union Pacific Corporation,"The Union Pacific Corporation (Union Pacific) is a publicly traded railroad holding company. It was incorporated in Utah in 1969 and is headquartered in Omaha, Nebraska. It is the parent company of the current, Delaware-registered, form of the Union Pacific Railroad.",100885,NYSE,USD,USA,ENERGY & TRANSPORTATION,"RAILROADS, LINE-HAUL OPERATING","1400 DOUGLAS STREET, STOP 0310, OMAHA, NE, US",https://www.up.com,December,2024-09-30,139396678000,12030000000,21.13,2.408,27.32,5.24,0.0233,10.88,39.9,0.273,0.399,0.0899,0.434,24288000000,13367000000,10.88,0.096,0.025,257.76,4,12,14,0,0,21.13,19.19,5.74,8.41,7.05,13.84,1.056,256.59,216.15,235.9,238.36,606257000,2024-12-30,2024-12-09,229.93
SHOP,Common Stock,Shopify Inc,"Shopify Inc., a commerce company, offers a commerce and service platform in Canada, the United States, the United Kingdom, Australia, Latin America, and internationally. The company is headquartered in Ottawa, Canada.",1594805,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"150 ELGIN STREET, 8TH FLOOR, OTTAWA, ON, CA",https://www.shopify.com,December,2024-06-30,141303005000,991000000,110.02,1.015,7.05,None,None,0.99,6.04,0.164,0.138,0.0563,0.153,7764000000,2754119000,0.99,4.858,0.207,108.27,9,20,21,1,1,110.02,70.92,17.04,13.81,16.58,145.29,2.365,120.72,48.56,78.72,72.23,1211120000,None,None,116.67
MUFG,Common Stock,Mitsubishi UFJ Financial Group Inc ADR,"Mitsubishi UFJ Financial Group, Inc., a banking holding company, offers financial services in Japan, the United States, and Asia / Oceania. The company is headquartered in Tokyo, Japan.",67088,NYSE,USD,USA,FINANCE,"COMMERCIAL BANKS, NEC","7-1 MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, JP",https://www.mufg.jp,March,2024-09-30,135637451000,None,11.77,1.528,1504.81,0,0.0221,0.99,465.1,0.239,0.369,0.0035,0.0685,5534066934000,4210829000000,0.99,0.024,0.223,12.93,1,1,0,0,0,11.77,11.45,0.0245,1.042,7.02,-,0.523,12.31,8.38,11.44,10.62,11642700000,2024-12-16,2024-03-27,11.65
TJX,Common Stock,The TJX Companies Inc,"The TJX Companies, Inc. (abbreviated TJX) is an American multinational off-price department store corporation, headquartered in Framingham, Massachusetts.",109198,NYSE,USD,USA,TRADE & SERVICES,RETAIL-FAMILY CLOTHING STORES,"770 COCHITUATE RD, FRAMINGHAM, MA, US",https://www.tjx.com,January,2024-11-02,139328389000,7125000000,29.23,2.525,6.44,0,0.0125,4.24,48.96,0.0856,0.106,0.128,0.662,55623000000,13787000000,4.24,0.129,0.056,129.55,5,15,4,1,0,29.23,26.25,2.505,17.05,2.611,19.48,0.893,128,90.06,120.38,110.85,1124160000,2025-03-06,2024-11-14,123.94
KKR,Common Stock,KKR & Co LP,None,1404912,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"9 WEST 57TH STREET, SUITE 4200, NEW YORK, NY, US",https://www.kkr.com,December,2024-09-30,138290512000,None,46.25,0.667,27.14,0.69,0.0047,3.24,31.39,0.107,0.262,0.0157,0.0828,27816323000,2337084000,3.24,-0.61,0.238,167.7,6,11,2,0,1,46.25,24.1,4.972,5.53,2.957,7.21,1.606,163.68,78.46,149.86,120.84,888229000,2024-11-19,2024-11-04,155.69
PDD,Common Stock,PDD Holdings Inc.,"Pinduoduo Inc., operates an electronic commerce platform in the People's Republic of China. The company is headquartered in Shanghai, the People's Republic of China.",1737806,NASDAQ,USD,China,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","28/F, NO. 533 LOUSHANGUAN ROAD, CHANGNING DISTRICT, SHANGHAI, CHINA",https://www.pddholdings.com,December,2024-09-30,135335633000,97656447000,9.67,0.352,136.09,None,None,10.08,248.59,0.289,0.336,0.172,0.495,341592998000,99095291000,10.08,1.4,0.857,148.63,7,31,7,0,0,9.67,7.53,0.396,3.547,1.853,5.42,0.705,164.69,88.01,110.64,125.02,1388770000,None,None,97.45
BX,Common Stock,Blackstone Group Inc,"Blackstone Group Inc. is an alternative asset management company specializing in real estate, private equity, hedge fund solutions, credit, secondary funds of funds, public debt and equity strategies and multiple asset classes. The company is headquartered in New York, New York with additional offices across Asia, Europe and North America.",1393818,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"345 PARK AVENUE, NEW YORK, NY, US",https://www.blackstone.com,December,2024-09-30,211053249000,None,59.8,2.156,9.13,3.45,0.0198,2.91,14.51,0.2,0.511,0.1,0.22,11138276000,7053217000,2.91,0.396,0.541,178.7,1,7,15,0,1,59.8,29.94,18.95,18.85,15.43,-,1.486,200.96,112.01,179.57,144.21,722003000,2024-11-04,2024-10-28,292.32
C,Common Stock,Citigroup Inc,"Citigroup Inc. is an American multinational investment bank and financial services corporation headquartered in New York City. The company was formed by the merger of banking giant Citicorp and financial conglomerate Travelers Group in 1998; Travelers was subsequently spun off from the company in 2002. Citigroup owns Citicorp, the holding company for Citibank, as well as several international subsidiaries. Citigroup is incorporated in Delaware.",831001,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"388 GREENWICH STREET, NEW YORK, NY, US",https://www.citigroup.com,December,2024-09-30,134279463000,None,20.23,0.707,101.91,2.15,0.0307,3.51,36.34,0.115,0.246,0.0034,0.0387,69307998000,70560000000,3.51,-0.074,-0.024,80.25,5,8,7,0,0,20.23,9.63,1.937,0.697,6.11,-,1.426,73.38,48.7,68.26,63.39,1891260000,2024-11-22,2024-11-04,71.00
BHP,Common Stock,BHP Group Limited,"BHP Group engages in the natural resources business in Australia, Europe, China, Japan, India, South Korea, the rest of Asia, North America, South America and internationally. The company is headquartered in Melbourne, Australia.",811809,NYSE,USD,USA,ENERGY & TRANSPORTATION,METAL MINING,"16/171 COLLINS STREET, MELBOURNE, VICTORIA AUSTRALIA, AU",https://www.bhp.com,June,2024-06-30,125469753000,27349000000,15.82,0,8.84,1.46,0.0593,3.11,22.11,0.141,0.427,0.14,0.197,56027001000,43235000000,3.11,0.077,0.013,55.8,0,3,2,0,1,15.82,10.56,2.24,2.876,2.399,5.68,0.859,64.89,48.79,53.31,56.01,2535140000,2024-10-03,2024-09-13,49.49
BSX,Common Stock,Boston Scientific Corp,"Boston Scientific Corporation, doing business as Boston Scientific, is a manufacturer of medical devices used in interventional medical specialties, including interventional radiology, interventional cardiology, peripheral interventions, neuromodulation, neurovascular intervention, electrophysiology, cardiac surgery, vascular surgery, endoscopy, oncology, urology and gynecology.",885725,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"300 BOSTON SCIENTIFIC WAY, MARLBOROUGH, MA, US",https://www.bostonscientific.com,December,2024-09-30,133617435000,4063000000,74.93,1.644,14.05,None,None,1.21,10.83,0.113,0.171,0.049,0.0892,15911000000,8679000000,1.21,-0.063,0.193,99.14,8,20,5,0,0,74.93,32.36,8.4,6.45,8.95,38.21,0.797,91.93,57.11,88.53,79.27,1473830000,None,None,90.66
TTE,Common Stock,TotalEnergies SE ADR,"TotalEnergies SE is a global integrated oil and gas company. The company is headquartered in Paris, France.",879764,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"2 PLACE JEAN MILLIER, LA DEFENSE 6, COURBEVOIE, FR",https://www.totalenergies.com,December,2024-09-30,122697269000,37746999000,7.69,7.12,50.89,3.621,0.061,7.09,87.28,0.083,0.116,0.0531,0.144,203260002000,92261000000,7.09,-0.648,-0.128,74.26,3,3,4,0,0,7.69,6.77,0.604,1.057,0.745,3.412,0.739,73.07,53.29,59.47,66.81,2250500000,2025-04-16,2024-12-31,54.52
ANET,Common Stock,Arista Networks,"Arista Networks (formerly Arastra) is an American computer networking company headquartered in Santa Clara, California. The company designs and sells multilayer network switches to deliver software-defined networking (SDN) solutions for large datacenter, cloud computing, high-performance computing, and high-frequency trading environments.",1596532,NYSE,USD,USA,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,"5453 GREAT AMERICA PARKWAY, SANTA CLARA, CA, US",https://www.arista.com,December,2024-09-30,142390673000,2833342000,54.34,2.626,29.37,None,None,2.08,21.11,0.403,0.434,0.159,0.338,6613147000,2675696000,2.08,0.355,0.2,108.48,7,12,4,1,1,54.34,45.87,21.53,15.4,20.86,48.48,1.077,116.94,56.65,103.21,87.13,1259760000,None,None,113.03
